workload_counter,input_len,workload_cycles,avg_freq
345,36700160,21456674940,2160689451
346,36700160,21457906776,2262037526
347,36700160,21456875398,2080260554
348,36700160,21457942794,2241904665
349,36700160,21457186912,2264893775
355,37748736,22061853140,2152902670
356,37748736,22063990906,2145201782
357,37748736,22063645966,2136042431
358,37748736,22063578370,2181437459
359,37748736,22061442968,2135362355
365,38797312,22673119142,2206030740
366,38797312,22672722944,2279154222
367,38797312,22672607504,2146703988
368,38797312,22673186242,2225880138
369,38797312,22673214982,2284948353
375,39845888,23277337618,2205871244
376,39845888,23277950880,2233850406
377,39845888,23278327578,2209358217
378,39845888,23278524484,2257021804
379,39845888,23279135484,2297185984
385,40894464,23889573260,2013908534
386,40894464,23889483990,2089798120
387,40894464,23889167490,1998098659
388,40894464,23889882632,2108002236
389,40894464,23889795100,1989593204
