workload_counter,input_len,workload_cycles,avg_freq
342,36700160,20521296746,3016715685
343,36700160,20536531900,3017358518
344,36700160,20575774958,3019010945
350,37748736,21119480926,3041280868
351,37748736,21137945386,3042017980
352,37748736,21163169936,3043021699
353,37748736,21192297588,3044178136
354,37748736,21232087686,3045753185
360,38797312,21751785608,3065804599
361,38797312,21704930994,3064035640
362,38797312,21710594442,3064250188
363,38797312,21738077402,3065288189
364,38797312,21725768158,3064823542
370,39845888,22300497052,3085978633
371,39845888,22304452842,3086120107
372,39845888,22269785358,3084874733
373,39845888,22261432578,3084574533
374,39845888,22278746370,3085196920
380,40894464,22950716914,3108655979
381,40894464,22973203818,3109417695
382,40894464,22843106646,3104990843
383,40894464,22844994502,3105055763
384,40894464,22812152398,3103929933
