workload_counter,input_len,workload_cycles,avg_freq
260,28311552,8244300130,3365159892
261,28311552,8243297986,3365097651
262,28311552,8240371704,3364916596
263,28311552,8263833494,3366367571
264,28311552,8269227324,3366699652
270,29360128,8560803386,3384073798
271,29360128,8571511322,3384690462
272,29360128,8581743482,3385278510
273,29360128,8548536556,3383365628
274,29360128,8464685018,3378472963
280,30408704,8863603010,3400958628
281,30408704,8856383314,3400568086
282,30408704,8796124838,3397291507
283,30408704,8858713564,3400694424
284,30408704,8836622368,3399498318
290,31457280,9034909546,3410029838
291,31457280,9166814754,2933586347
292,31457280,9238158326,2940748057
293,31457280,9152828888,2932169915
294,31457280,9215624312,2938497860
300,32505856,9540728752,2969977775
301,32505856,9488751380,2965083609
302,32505856,9456891358,2962058574
303,32505856,9468450154,2963158339
304,32505856,9373311986,2954028310
310,33554432,9697674656,2984448121
311,33554432,9697484466,2984431440
312,33554432,9795628394,2993253863
313,33554432,9800295920,2993669853
314,33554432,9700097050,2984668340
320,34603008,10110649154,3020459139
321,34603008,10096617310,3019282071
322,34603008,10102295874,3019758845
323,34603008,10154929384,3024153521
324,34603008,10113542042,3020701520
330,35651584,10433353060,3046685228
331,35651584,10457719188,3048602121
332,35651584,10447827078,3047825049
333,35651584,10420280628,3045653612
334,35651584,10412604810,3045045707
340,36700160,10706448138,3067689276
341,36700160,10766705714,3072184524
342,36700160,10710110198,3067963129
343,36700160,10595748328,3059300539
344,36700160,10653019394,3063660640
350,37748736,10932893008,3084337331
351,37748736,10908426962,3082568303
352,37748736,10905625390,3082365742
353,37748736,10942545374,3085029510
354,37748736,10957521966,3086105947
360,38797312,11228203936,3105070280
361,38797312,11252380630,3106720174
362,38797312,11215197946,3104178468
363,38797312,11157049716,3100170277
364,38797312,11244463070,3106180740
370,39845888,11650647498,3132961677
371,39845888,11505069326,3123573429
372,39845888,11475435352,3121634276
373,39845888,11551088312,3126566323
374,39845888,11488000972,3122457862
380,40894464,11712273902,3136867985
381,40894464,11981742534,3153490943
382,40894464,11875806258,3147042822
383,40894464,11803219198,3142560744
384,40894464,11804666246,3142650567
